#TYPE System.Data.DataRow
"AddressID","AddressLine1","AddressLine2","City","StateProvince","CountryRegion","PostalCode","rowguid","ModifiedDate"
"9","8713 Yosemite Ct.","","Bothell","Washington","United States","98011","268af621-76d7-4c78-9441-144fd139821a","7/1/2006 12:00:00 AM"
"11","1318 Lasalle Street","","Bothell","Washington","United States","98011","981b3303-aca2-49c7-9a96-fb670785b269","4/1/2007 12:00:00 AM"
"25","9178 Jumping St.","","Dallas","Texas","United States","75201","c8df3bd9-48f0-4654-a8dd-14a67a84d3c6","9/1/2006 12:00:00 AM"
"28","9228 Via Del Sol","","Phoenix","Arizona","United States","85004","12ae5ee1-fc3e-468b-9b92-3b970b169774","9/1/2005 12:00:00 AM"
"32","26910 Indela Road","","Montreal","Quebec","Canada","H1Y 2H5","84a95f62-3ae8-4e7e-bbd5-5a6f00cd982d","8/1/2006 12:00:00 AM"
"185","2681 Eagle Peak","","Bellevue","Washington","United States","98004","7bccf442-2268-46cc-8472-14c44c14e98c","9/1/2006 12:00:00 AM"
"297","7943 Walnut Ave","","Renton","Washington","United States","98055","52410da4-2778-4b1d-a599-95746625ce6d","8/1/2006 12:00:00 AM"
"445","6388 Lake City Way","","Burnaby","British Columbia","Canada","V5A 3A6","53572f25-9133-4a8b-a065-102ff35416ee","9/1/2006 12:00:00 AM"
"446","52560 Free Street","","Toronto","Ontario","Canada","M4B 1V7","801a1dfc-5125-486b-aa84-ccbd2ec57ca4","8/1/2005 12:00:00 AM"
"447","22580 Free Street","","Toronto","Ontario","Canada","M4B 1V7","88cee379-dbb8-433b-b84e-a35e09435500","8/1/2006 12:00:00 AM"
"448","2575 Bloor Street East","","Toronto","Ontario","Canada","M4B 1V6","2df6d0ad-0926-4f34-a450-9b1083150cbf","8/1/2007 12:00:00 AM"
"449","Station E","","Chalk Riber","Ontario","Canada","K0J 1J0","8b5a7729-cb75-4303-a607-7f9793b4d94f","8/1/2005 12:00:00 AM"
"450","575 Rue St Amable","","Quebec","Quebec","Canada","G1R","5f3c345a-6475-41d5-b17b-db8d27733bb1","9/1/2006 12:00:00 AM"
"451","2512-4th Ave Sw","","Calgary","Alberta","Canada","T2P 2G8","49644f1e-6f90-46d9-8dbb-9db15f0ef7ec","12/1/2006 12:00:00 AM"
"452","55 Lakeshore Blvd East","","Toronto","Ontario","Canada","M4B 1V6","a358652f-0e00-49e6-b6b0-de1099c43506","9/1/2005 12:00:00 AM"
"453","6333 Cote Vertu","","Montreal","Quebec","Canada","H1Y 2H7","355681f2-4d9d-4522-bfa0-105be64394d8","9/1/2007 12:00:00 AM"
"454","3255 Front Street West","","Toronto","Ontario","Canada","M4B 1V6","ef4dc57d-8b8b-4074-b5f0-acbef65dbec1","8/1/2007 12:00:00 AM"
"455","2550 Signet Drive","","Weston","Ontario","Canada","M9V 4W3","43d582cf-e95f-4861-ba60-2dc7121410a6","8/1/2006 12:00:00 AM"
"456","6777 Kingsway","","Burnaby","British Columbia","Canada","V5H 3Z7","2f3b383e-08a5-407d-ab1b-a1390e87a888","8/1/2006 12:00:00 AM"
"457","5250-505 Burning St","","Vancouver","British Columbia","Canada","V7L 4J4","93f02c61-783d-4f04-8a57-416f25817aba","7/1/2006 12:00:00 AM"
"458","600 Slater Street","","Ottawa","Ontario","Canada","K4B 1S2","49f4ee42-e20b-4e66-b43c-a28e9fc63ca0","7/1/2005 12:00:00 AM"
"459","25575 The Queensway","","Etobicoke","Ontario","Canada","M9W 3P3","616235ea-dc36-4c39-bf91-ffe12bb676e0","8/1/2005 12:00:00 AM"
"460","2521 McPherson Street","","Markham","Ontario","Canada","L3S 3K2","7d6f03ac-5d55-422e-850e-b8743fac81b2","8/1/2007 12:00:00 AM"
"461","2560 Bay Street","","Toronto","Ontario","Canada","M4B 1V7","726819a8-1b02-4efd-aeb9-3fd801d9f153","8/1/2006 12:00:00 AM"
"462","630 University Avenue","","Toronto","Ontario","Canada","M4B 1V7","27d5bdad-647d-4a56-859a-bc6a82af7dcd","8/1/2005 12:00:00 AM"
"463","992 St Clair Ave East","","Toronto","Ontario","Canada","M4B 1V7","d6ed51fa-6dd1-460c-99e0-64ba90f035ae","9/1/2005 12:00:00 AM"
"464","99, Rue Saint-pierre","","Pnot-Rouge","Quebec","Canada","J1E 2T7","c4a1ee36-8149-46b7-a313-a63010987a8e","7/1/2005 12:00:00 AM"
"465","25245 Rue Sherbrooke Ouest","","Montreal","Quebec","Canada","H1Y 2H5","10ee8c14-2792-4f02-b83d-92511d20470f","7/1/2007 12:00:00 AM"
"466","655-4th Ave S.W.","","Calgary","Alberta","Canada","T2P 2G8","09c5f0ba-7128-4455-832d-0df587248a5a","8/1/2005 12:00:00 AM"
"467","25900-700-9th Ave S.W.","","Calgary","Alberta","Canada","T2P 2G8","13560188-ce4a-470d-9913-49903047d459","11/1/2005 12:00:00 AM"
"468","Po Box 83270","","Vancouver","British Columbia","Canada","V7L 4J4","c00a5dff-b134-4900-9561-e67eeb425f9f","8/1/2007 12:00:00 AM"
"469","400-25155 West Pender St","","Vancouver","British Columbia","Canada","V7L 4J4","b81768f9-3b05-43dc-8dde-85ffca00d4de","9/1/2007 12:00:00 AM"
"470","2511 Baker Road","","Toronto","Ontario","Canada","M4B 1V7","6e934d97-69b9-4fcf-9e4e-56bf94e52986","9/1/2005 12:00:00 AM"
"471","770 Notre Datme Quest Bureau 800","","Montreal","Quebec","Canada","H1Y 2H7","5eda011d-31d1-4dfb-a78c-397b6335f85b","9/1/2005 12:00:00 AM"
"472","250551 Shellbridge Way","","Richmond","British Columbia","Canada","V6B 3P7","1a6a1a7b-e208-473d-a8f4-14a89d06fad2","9/1/2005 12:00:00 AM"
"473","595 Burning Street","","Vancouver","British Columbia","Canada","V7L 4J4","0ec83a85-137e-4cf3-b13d-3926277698b2","9/1/2005 12:00:00 AM"
"474","252345 8810th Avenue","","Surrey","British Columbia","Canada","V3T 4W3","447ca097-077d-4980-a431-8fafad156ced","9/1/2005 12:00:00 AM"
"475","2512-410th Avenue S.W.","","Calgary","Alberta","Canada","T2P 2G8","ec6c99b9-61e2-4400-8180-208f5a6c7eff","9/1/2007 12:00:00 AM"
"476","258 King Street East","","Toronto","Ontario","Canada","M4B 1V7","90c770a5-a474-43d1-9a67-0f5de336f9dc","8/1/2005 12:00:00 AM"
"477","6th Floor Ferguson Block","","Toronto","Ontario","Canada","M4B 1V7","39f3b067-2263-4591-abf9-d5210da4f783","8/1/2005 12:00:00 AM"
"478","2545 King Street West","","Toronto","Ontario","Canada","M4B 1V7","2817a0b7-8985-4527-bb7b-b75f55f4d8de","8/1/2005 12:00:00 AM"
"479","2550 Middlefield Road","","Scarborough","Ontario","Canada","M1V 4M2","e60801bf-cfb3-4606-a738-8aa0eb587afb","8/1/2005 12:00:00 AM"
"480","25 First Canadian Place","","Toronto","Ontario","Canada","M4B 1V5","07a009b2-1421-4597-ab85-22bce3c82b2c","8/1/2005 12:00:00 AM"
"481","65 Gamelin Street","","Hull","Quebec","Canada","8Y","f35e73ba-678f-4a0f-80bc-6385a7a6cb24","8/1/2006 12:00:00 AM"
"482","2500 University Avenue","","Toronto","Ontario","Canada","M4B 1V5","197a1735-e89e-4f15-a5f7-feb98b369094","7/1/2005 12:00:00 AM"
"483","955 Green Valley Crescent","","Ottawa","Ontario","Canada","K4B 1S1","c6b743c3-f830-43e4-ba58-dd36fc451d14","9/1/2007 12:00:00 AM"
"484","2510 Crew Court","","Montreal","Quebec","Canada","H1Y 2H8","1f41edc1-7144-4d6b-9cbd-4318c2358fa1","6/1/2008 12:00:00 AM"
"485","9900-6400 Boul, Taschereau","","Brossard","Quebec","Canada","J4Z 1R4","7c46d2fc-e31e-402f-a093-4cf18f7f6e54","7/1/2006 12:00:00 AM"
"486","600 Boul. Rene-levesque Ouest","","Montreal","Quebec","Canada","H1Y 2H7","112049e4-64d5-4305-9545-933e89b74f6e","7/1/2006 12:00:00 AM"
"487","9259 - 1110th Avenue Sw","","Calgary","Alberta","Canada","T2P 2G8","275ac976-0d23-4d97-9f58-bb186d1cc089","9/1/2006 12:00:00 AM"
"488","45259 Canada Way","","Burnaby","British Columbia","Canada","V5G 4S4","6d2d6846-3f17-474e-8d31-ad3a59c0ceb0","8/1/2007 12:00:00 AM"
"489","9960 King Street E.","","Toronto","Ontario","Canada","M4B 1V5","eb632e56-4299-4714-9e91-224319bdcb62","8/1/2007 12:00:00 AM"
"490","9979 Bayview Drive","","Barrie","Ontario","Canada","L4N","85d72a98-f631-457c-8fff-04faec508f5d","8/1/2006 12:00:00 AM"
"491","20225 Lansing Ave","","Montreal","Quebec","Canada","H1Y 2H7","a9b5a261-2463-4489-9951-eacfa29a8231","9/1/2007 12:00:00 AM"
"492","99954 Boul. Laurier, Local 060, Place","","Sainte-Foy","Quebec","Canada","G1W","541cde7c-3f3a-435f-a7b5-f30055dfbc68","9/1/2007 12:00:00 AM"
"493","6th Floor 5250 Main Street","","Winnipeg","Manitoba","Canada","R3","ac0e73d8-ff0a-42bd-8502-e19ebac7343f","9/1/2007 12:00:00 AM"
"494","Box 99354 300 Union Street","","Saint John","Brunswick","Canada","E2P 1E3","21ff77a8-39dc-44d8-917c-fdd645dbf9eb","7/1/2006 12:00:00 AM"
"495","Suite 800 2530 Slater Street","","Ottawa","Ontario","Canada","K4B 1T7","c6633ad5-006d-4967-b97e-7919dd48a700","9/1/2006 12:00:00 AM"
"496","Suite 500 995 W. 11th Avenue","","Mississauga","Ontario","Canada","L5A 1H6","496c1ad3-2925-4322-8811-890ab6107f67","8/1/2007 12:00:00 AM"
"497","#9900 2700 Production Way","","Burnaby","British Columbia","Canada","V5A 4X1","aa651b28-0a51-4084-8444-a70cc71bce65","8/1/2005 12:00:00 AM"
"498","25537 Hillside Avenue","","Victoria","British Columbia","Canada","V8V","385c24e0-e20c-40c9-bac9-95d70d5b6900","8/1/2005 12:00:00 AM"
"499","Suite 2502 410 Albert Street","","Waterloo","Ontario","Canada","N2V","44099b0e-03f3-447c-83bf-be4baa010a83","8/1/2006 12:00:00 AM"
"500","5700 Explorer Drive","","Mississauga","Ontario","Canada","L4W 5J3","f6fed7fa-39d9-4a60-a1f5-1622489e55fd","8/1/2005 12:00:00 AM"
"501","965 De La Gauchetiere West","","Montreal","Quebec","Canada","H1Y 2H8","acb9c033-18c6-4f02-975e-9c5226b96b72","8/1/2005 12:00:00 AM"
"502","No. 25400 10665 Jasper Avenue","","Edmonton","Alberta","Canada","T5","51180ca2-6614-46a5-b89c-ef7b0421c847","8/1/2006 12:00:00 AM"
"503","P.O. Box 44000","","Winnipeg","Manitoba","Canada","R3","c4f3e274-13e1-4a99-8fd3-2c7d3d1ee5a1","8/1/2005 12:00:00 AM"
"504","Suite 99320 255 - 510th Avenue S.W.","","Calgary","Alberta","Canada","T2P 2G8","cff7437f-6830-4797-875b-d9a54ea38975","8/1/2005 12:00:00 AM"
"505","6400, 888 - 3rd Avenue","","Calgary","Alberta","Canada","T2P 2G8","a6eff2b6-3b11-47ef-ab7e-701e5041c71c","8/1/2005 12:00:00 AM"
"506","255117 - 101 Avenue","","Surrey","British Columbia","Canada","V3T 4W3","22895b47-6086-4550-b437-a75dbedfe1d9","8/1/2005 12:00:00 AM"
"507","975 Princess Street","","Kingston","Ontario","Canada","7L","d7849f5f-c042-4fce-8f6b-ba5cd8708e10","9/1/2007 12:00:00 AM"
"508","2900 - 25055 Dunning Street","","Vancouver","British Columbia","Canada","V7L 4J4","4ee0334f-027c-4036-880f-6e9104e21533","12/1/2006 12:00:00 AM"
"509","Suite 25800 3401 - 10810th Avenue","","Surrey","British Columbia","Canada","V3T 4W3","28c52717-7117-41b6-a5c7-fda60d566163","8/1/2005 12:00:00 AM"
"510","750 Philip Street","","Waterloo","Ontario","Canada","N2V","f2b96299-187a-4e52-96de-fe9d1c8ab33f","11/1/2005 12:00:00 AM"
"511","Bureau 9900 825, Avenue Querbes","","Outremont","Quebec","Canada","H1Y 2G5","ef10cf20-a540-4d5c-befd-1b48b7d48402","12/1/2006 12:00:00 AM"
"512","700 Bureau Road","","Montreal","Quebec","Canada","H1Y 2H7","963f514b-7752-46e8-9742-1fd40a68ea33","9/1/2007 12:00:00 AM"
"513","253711 Mayfield Place, Unit 150","","Richmond","British Columbia","Canada","V6B 3P7","c418c2f4-6b32-4404-aab1-e0bec3958c11","9/1/2007 12:00:00 AM"
"514","63 West Beaver Creek","","Richmond Hill","Ontario","Canada","L4E 3M5","ad60dba9-3b01-47e9-bb5e-df94d0579f14","9/1/2006 12:00:00 AM"
"515","9900 Ronson Drive","","Etobicoke","Ontario","Canada","M9W 3P3","42242712-6dd2-423f-9b89-c953454e3b09","7/1/2006 12:00:00 AM"
"516","251 Indell Lane","","Brampton","Ontario","Canada","L6W 2T7","a1f36994-b5b3-4646-87ea-692a513395ea","8/1/2006 12:00:00 AM"
"517","2573 Dufferin Street","","Toronto","Ontario","Canada","M4B 1V5","97605c5c-8309-44f2-9a98-c5a5709497ff","7/1/2005 12:00:00 AM"
